age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,study_discipline,risk_score
19,4,4,2,1,1,4,3,4,1,1,4,38,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,0.02564102564102564,4.8
19,3,3,1,2,1,4,5,3,1,2,5,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,2.0,1.0
19,1,1,1,2,1,4,4,3,1,3,3,18,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,0.10526315789473684,2.8
19,1,2,1,2,1,4,2,4,2,2,3,0,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,2.0,1.0
19,2,1,3,2,0,3,4,1,1,1,2,20,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,0.09523809523809523,2.0
19,1,2,1,2,1,4,5,2,2,2,4,3,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.5,1.3
19,3,2,2,2,1,4,2,2,1,2,1,22,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,0.08695652173913043,3.2
19,1,1,1,3,2,4,1,2,1,1,3,14,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,0.2,3.4
19,2,3,1,3,1,4,1,2,1,1,3,40,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,0.07317073170731707,5.0
18,2,1,2,2,0,5,3,3,1,2,1,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,2.0,0.0
18,4,3,1,3,0,4,3,4,1,1,5,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,0.3,0.9
17,3,4,1,3,0,4,3,4,2,5,5,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,3.0,0.0
18,4,4,1,2,0,4,4,4,3,3,5,2,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,0.6666666666666666,0.2
17,4,3,1,2,0,5,2,2,1,2,5,23,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,0.08333333333333333,2.3
17,2,2,1,2,0,4,2,2,1,1,3,12,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,0.15384615384615385,1.2
17,2,2,1,3,0,3,3,2,2,2,3,3,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,0.75,0.3
17,3,1,1,3,0,3,4,3,2,3,5,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1.5,0.1
17,0,2,2,3,0,3,3,3,2,3,2,0,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,3.0,0.0
18,4,4,1,3,0,4,3,3,2,2,3,3,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,0.75,0.3
17,3,3,1,1,0,4,3,5,3,5,5,3,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,0.25,0.3
17,2,2,4,1,0,4,4,5,5,5,4,8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,0.1111111111111111,0.8
17,4,4,1,3,0,5,4,4,1,3,4,7,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,0.375,0.7
17,4,4,2,3,0,4,3,3,1,2,4,4,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,0.6,0.4
18,2,2,1,4,0,4,5,5,2,4,5,2,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,1.3333333333333333,0.2
17,2,4,1,3,0,4,4,3,1,1,5,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,0.375,0.7
18,3,3,1,2,0,5,3,4,1,1,4,0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,2.0,0.0
18,2,2,1,2,0,4,3,3,1,1,2,0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,2.0,0.0
18,2,2,2,4,0,4,4,4,1,1,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,4.0,0.0
17,3,4,1,3,0,4,4,5,1,3,5,16,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.17647058823529413,1.6
19,3,1,1,3,1,5,4,3,1,2,5,12,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,0.23076923076923078,2.2
17,3,2,1,2,0,4,3,2,2,3,2,0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,2.0,0.0
18,3,3,1,4,0,5,3,3,1,1,1,7,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,0.5,0.7
17,3,2,1,2,0,4,3,3,2,3,2,4,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,0.4,0.4
19,2,1,1,3,1,4,3,4,1,3,3,4,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,0.6,1.4
18,4,4,1,2,1,4,3,3,2,2,2,0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,2.0,1.0
18,3,4,1,2,0,4,3,3,1,3,5,11,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,0.16666666666666666,1.1
17,2,2,1,2,1,3,3,1,1,2,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,2.0,1.0
18,2,3,1,3,0,4,3,3,1,2,3,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,0.6,0.4
18,3,2,1,3,0,5,4,3,2,3,1,7,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,0.375,0.7
18,4,3,1,3,0,5,3,2,1,2,4,9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,0.3,0.9
18,4,3,1,3,0,5,4,5,2,3,5,0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,3.0,0.0
17,4,3,1,3,0,4,4,3,1,3,4,0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,3.0,0.0
18,3,2,2,1,1,2,5,5,5,5,5,10,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,0.09090909090909091,2.0
19,1,1,3,2,3,5,4,4,3,3,2,8,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,0.2222222222222222,3.8
17,3,3,2,2,0,4,5,4,2,3,3,2,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,0.6666666666666666,0.2
18,1,3,1,1,1,4,3,3,2,3,3,7,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,0.125,1.7
19,1,1,3,1,1,4,4,4,3,3,5,4,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,0.2,1.4
17,4,3,2,2,0,4,5,5,1,3,2,4,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,True,True,0.4,0.4
18,3,3,1,2,0,5,3,4,1,1,5,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,2.0,0.0
17,4,4,2,2,0,4,3,3,1,2,5,4,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,False,0.4,0.4
17,3,2,2,2,0,1,2,3,1,2,5,2,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,0.6666666666666666,0.2
18,1,1,2,1,0,3,3,2,1,2,3,4,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.2,0.4
18,1,1,2,3,0,5,3,2,1,1,4,0,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3.0,0.0
18,1,4,3,2,0,4,3,4,1,4,5,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,2.0,0.0
18,1,1,2,2,1,4,4,3,2,3,5,2,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6666666666666666,1.2
18,3,3,2,2,0,4,3,2,1,3,3,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,2.0,0.0
17,4,4,1,2,0,2,3,4,1,1,1,0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,2.0,0.0
17,1,2,2,2,0,3,2,2,1,2,3,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,0.0
18,1,3,2,2,0,3,3,4,2,4,3,4,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,0.4,0.4
18,4,4,2,3,0,4,2,2,2,2,5,0,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,3.0,0.0
17,1,1,3,1,1,5,2,1,1,2,1,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,1.0,1.0
18,2,3,2,1,0,5,2,3,1,2,4,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,1.0,0.0
18,4,4,3,2,0,3,2,2,4,2,5,10,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,0.18181818181818182,1.0
19,3,2,2,2,2,3,2,2,1,1,3,4,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,True,0.4,2.4
18,1,2,3,1,0,4,3,3,2,3,3,3,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,0.25,0.3
17,2,2,1,3,0,3,4,3,1,1,3,8,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,0.3333333333333333,0.8
17,1,2,1,1,0,3,5,5,1,3,1,14,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,0.06666666666666667,1.4
18,4,4,2,3,0,5,4,4,1,1,1,0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,3.0,0.0
18,1,1,4,3,0,4,3,2,1,2,4,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,1.0,0.2
20,4,2,2,3,2,5,4,3,1,1,3,4,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0.6,2.4
18,4,4,1,2,0,5,4,3,3,4,2,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,0.4,0.4
18,3,3,1,2,0,4,1,3,1,2,1,0,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,2.0,0.0
17,3,1,1,2,0,4,5,4,2,3,1,17,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,0.1111111111111111,1.7
18,4,4,1,2,0,3,2,4,1,4,2,4,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,0.4,0.4
18,2,1,2,1,0,4,4,3,1,3,5,5,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,0.16666666666666666,0.5
17,2,3,2,2,0,4,4,3,1,1,3,2,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,0.6666666666666666,0.2
19,1,1,2,1,1,4,3,2,1,3,5,0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,1.0,1.0
18,4,2,2,1,1,5,4,3,4,3,3,14,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,0.06666666666666667,2.4
18,2,2,2,3,0,5,3,3,1,3,4,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,1.0,0.2
18,4,4,3,1,0,4,4,3,2,2,5,7,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,0.125,0.7
19,2,3,1,3,1,5,4,2,1,2,5,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,3.0,1.0
18,3,1,1,2,0,4,3,4,1,1,1,0,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,2.0,0.0
18,1,1,2,2,1,1,1,1,1,1,5,0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,2.0,1.0
20,2,2,1,2,2,5,5,4,4,5,4,11,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.16666666666666666,3.1
17,3,1,2,1,0,2,4,5,3,4,2,3,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.25,0.3
21,1,1,1,1,3,5,5,3,3,3,3,3,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.25,3.3
18,3,2,3,1,0,4,4,1,3,4,5,0,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.0,0.0
19,1,1,1,1,0,3,2,3,3,3,5,5,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.16666666666666666,0.5
